date,state,population,cases,recovered,dead
2022-05-30,Österreich,8932664,4265583,4222716,19801
2022-05-30,Wien,1920949,901298,887548,3949
2022-05-30,Vorarlberg,399237,204097,202934,638
2022-05-30,Steiermark,1247077,545626,540721,3362
2022-05-30,Tirol,760105,383270,380629,1329
2022-05-30,Oberösterreich,1495608,763334,757391,3282
2022-05-30,Niederösterreich,1690879,790589,782359,3879
2022-05-30,Kärnten,562089,246444,244104,1621
2022-05-30,Burgenland,296010,130283,128550,595
2022-05-30,Salzburg,560710,300641,298479,1146
2022-05-31,Österreich,8932664,4269150,4224935,19806
2022-05-31,Wien,1920949,902604,888110,3949
2022-05-31,Vorarlberg,399237,204245,203022,638
2022-05-31,Tirol,760105,383452,380813,1329
2022-05-31,Steiermark,1247077,545922,540935,3364
2022-05-31,Salzburg,560710,300843,298623,1147
2022-05-31,Niederösterreich,1690879,791327,782856,3881
2022-05-31,Burgenland,296010,130369,128675,595
2022-05-31,Oberösterreich,1495608,763833,757714,3282
2022-05-31,Kärnten,562089,246554,244186,1621
2022-06-01,Burgenland,296010,130440,128751,595
2022-06-01,Kärnten,562089,246713,244271,1621
2022-06-01,Niederösterreich,1690879,791904,783258,3883
2022-06-01,Oberösterreich,1495608,764202,758067,3282
2022-06-01,Salzburg,560710,301057,298752,1147
2022-06-01,Tirol,760105,383730,380936,1329
2022-06-01,Vorarlberg,399237,204399,203073,638
2022-06-01,Wien,1920949,903726,888795,3950
2022-06-01,Österreich,8932664,4272324,4227038,19809
2022-06-01,Steiermark,1247077,546152,541134,3364
2022-06-02,Österreich,8932664,4275563,4229203,19814
2022-06-02,Steiermark,1247077,546432,541315,3365
2022-06-02,Wien,1920949,904771,889494,3951
2022-06-02,Vorarlberg,399237,204546,203146,638
2022-06-02,Tirol,760105,383925,381055,1330
2022-06-02,Salzburg,560710,301261,298895,1147
2022-06-02,Niederösterreich,1690879,792577,783692,3885
2022-06-02,Kärnten,562089,246816,244367,1621
2022-06-02,Burgenland,296010,130552,128858,595
2022-06-02,Oberösterreich,1495608,764682,758380,3282
2022-06-03,Österreich,8932664,4278251,4232043,19815
2022-06-03,Wien,1920949,905622,890582,3951
2022-06-03,Vorarlberg,399237,204673,203257,638
2022-06-03,Tirol,760105,384129,381196,1330
2022-06-03,Steiermark,1247077,546668,541537,3365
2022-06-03,Salzburg,560710,301450,299037,1147
2022-06-03,Niederösterreich,1690879,793075,784286,3886
2022-06-03,Kärnten,562089,246933,244465,1621
2022-06-03,Burgenland,296010,130648,128960,595
2022-06-03,Oberösterreich,1495608,765052,758722,3282
2022-06-04,Tirol,760105,384279,381342,1330
2022-06-04,Wien,1920949,906536,891442,3953
2022-06-04,Vorarlberg,399237,204712,203364,638
2022-06-04,Steiermark,1247077,546868,541752,3365
2022-06-04,Österreich,8932664,4280623,4234499,19818
2022-06-04,Oberösterreich,1495608,765298,759006,3282
2022-06-04,Burgenland,296010,130714,129031,595
2022-06-04,Salzburg,560710,301572,299194,1147
2022-06-04,Niederösterreich,1690879,793611,784816,3887
2022-06-04,Kärnten,562089,247032,244551,1621
2022-06-05,Burgenland,296010,130763,129096,595
2022-06-05,Kärnten,562089,247102,244625,1621
2022-06-05,Niederösterreich,1690879,794063,785313,3888
2022-06-05,Oberösterreich,1495608,765576,759267,3282
2022-06-05,Salzburg,560710,301726,299334,1147
2022-06-05,Steiermark,1247077,546985,541918,3366
2022-06-05,Tirol,760105,384428,381516,1330
2022-06-05,Vorarlberg,399237,204836,203473,638
2022-06-05,Wien,1920949,907212,892033,3954
2022-06-05,Österreich,8932664,4282692,4236576,19821
2022-06-06,Österreich,8932664,4285063,4238435,19824
2022-06-06,Wien,1920949,908077,892588,3955
2022-06-06,Vorarlberg,399237,204929,203584,638
2022-06-06,Tirol,760105,384619,381666,1330
2022-06-06,Steiermark,1247077,547131,542038,3366
2022-06-06,Oberösterreich,1495608,765781,759480,3282
2022-06-06,Niederösterreich,1690879,794625,785701,3889
2022-06-06,Kärnten,562089,247196,244713,1621
2022-06-06,Burgenland,296010,130826,129164,595
2022-06-06,Salzburg,560710,301878,299500,1148
2022-06-07,Österreich,8932664,4288762,4240749,19826
2022-06-07,Wien,1920949,909002,893210,3955
2022-06-07,Vorarlberg,399237,205331,203714,638
2022-06-07,Tirol,760105,384968,381866,1330
2022-06-07,Steiermark,1247077,547397,542300,3366
2022-06-07,Salzburg,560710,302175,299703,1148
2022-06-07,Niederösterreich,1690879,795421,786164,3890
2022-06-07,Kärnten,562089,247315,244806,1621
2022-06-07,Burgenland,296010,130950,129262,596
2022-06-07,Oberösterreich,1495608,766202,759723,3282
2022-06-08,Österreich,8932664,4293939,4243129,19829
2022-06-08,Wien,1920949,911040,893818,3956
2022-06-08,Vorarlberg,399237,205492,203868,638
2022-06-08,Steiermark,1247077,547817,542498,3367
2022-06-08,Tirol,760105,385265,382050,1330
2022-06-08,Oberösterreich,1495608,766795,760080,3283
2022-06-08,Burgenland,296010,131078,129340,596
2022-06-08,Salzburg,560710,302524,299897,1148
2022-06-08,Niederösterreich,1690879,796398,786688,3890
2022-06-08,Kärnten,562089,247529,244889,1621
2022-06-09,Burgenland,296010,131230,129393,597
2022-06-09,Kärnten,562089,247682,244981,1622
2022-06-09,Niederösterreich,1690879,797237,787270,3891
2022-06-09,Oberösterreich,1495608,767327,760379,3283
2022-06-09,Salzburg,560710,302809,300057,1149
2022-06-09,Steiermark,1247077,548213,542731,3367
2022-06-09,Tirol,760105,385546,382224,1330
2022-06-09,Vorarlberg,399237,205726,203965,638
2022-06-09,Wien,1920949,912434,894489,3957
2022-06-09,Österreich,8932664,4298205,4245490,19834
2022-06-10,Österreich,8932664,4302208,4248682,19836
2022-06-10,Wien,1920949,913740,895726,3957
2022-06-10,Vorarlberg,399237,205930,204123,638
2022-06-10,Steiermark,1247077,548557,542973,3367
2022-06-10,Tirol,760105,385778,382430,1330
2022-06-10,Oberösterreich,1495608,767929,760785,3283
2022-06-10,Burgenland,296010,131333,129479,597
2022-06-10,Salzburg,560710,303104,300185,1149
2022-06-10,Niederösterreich,1690879,798004,787899,3892
2022-06-10,Kärnten,562089,247832,245081,1623
2022-06-11,Österreich,8932664,4305245,4251596,19840
2022-06-11,Wien,1920949,914553,896845,3959
2022-06-11,Vorarlberg,399237,206006,204300,638
2022-06-11,Steiermark,1247077,548840,543168,3368
2022-06-11,Tirol,760105,386016,382585,1330
2022-06-11,Oberösterreich,1495608,768465,761118,3283
2022-06-11,Niederösterreich,1690879,798701,788490,3893
2022-06-11,Kärnten,562089,247931,245209,1623
2022-06-11,Burgenland,296010,131467,129552,597
2022-06-11,Salzburg,560710,303265,300328,1149
2022-06-12,Österreich,8932664,4308085,4254618,19844
2022-06-12,Wien,1920949,915604,897871,3961
2022-06-12,Vorarlberg,399237,206152,204494,638
2022-06-12,Tirol,760105,386230,382785,1330
2022-06-12,Steiermark,1247077,549043,543388,3368
2022-06-12,Salzburg,560710,303475,300576,1149
2022-06-12,Niederösterreich,1690879,799294,789128,3895
2022-06-12,Burgenland,296010,131535,129611,597
2022-06-12,Oberösterreich,1495608,768724,761469,3283
2022-06-12,Kärnten,562089,248027,245295,1623
2022-06-13,Burgenland,296010,131748,129735,597
2022-06-13,Kärnten,562089,248144,245390,1624
2022-06-13,Niederösterreich,1690879,800246,789692,3897
2022-06-13,Oberösterreich,1495608,769133,761781,3283
2022-06-13,Salzburg,560710,303874,300887,1150
2022-06-13,Steiermark,1247077,549390,543638,3369
2022-06-13,Tirol,760105,386715,383009,1330
2022-06-13,Vorarlberg,399237,206590,204692,638
2022-06-13,Wien,1920949,917035,898754,3962
2022-06-13,Österreich,8932664,4312876,4257579,19850
2022-06-14,Tirol,760105,387198,383261,1331
2022-06-14,Österreich,8932664,4319832,4260637,19852
2022-06-14,Wien,1920949,919596,899667,3962
2022-06-14,Vorarlberg,399237,206842,204884,638
2022-06-14,Steiermark,1247077,549951,543874,3369
2022-06-14,Oberösterreich,1495608,770003,762127,3283
2022-06-14,Niederösterreich,1690879,801640,790324,3898
2022-06-14,Kärnten,562089,248328,245519,1624
2022-06-14,Burgenland,296010,132017,129822,597
2022-06-14,Salzburg,560710,304256,301158,1150
2022-06-15,Salzburg,560710,304610,301391,1150
2022-06-15,Burgenland,296010,132242,129876,597
2022-06-15,Kärnten,562089,248529,245655,1624
2022-06-15,Niederösterreich,1690879,803128,790937,3898
2022-06-15,Oberösterreich,1495608,770895,762534,3286
2022-06-15,Steiermark,1247077,550615,544108,3369
2022-06-15,Tirol,760105,387709,383547,1331
2022-06-15,Vorarlberg,399237,207163,205049,638
2022-06-15,Wien,1920949,922178,900357,3962
2022-06-15,Österreich,8932664,4327070,4263455,19855
2022-06-16,Tirol,760105,388012,383855,1331
2022-06-16,Steiermark,1247077,550970,544371,3369
2022-06-16,Wien,1920949,923812,901210,3964
2022-06-16,Vorarlberg,399237,207248,205255,638
2022-06-16,Österreich,8932664,4331876,4266583,19858
2022-06-16,Salzburg,560710,304875,301584,1150
2022-06-16,Niederösterreich,1690879,804384,791594,3898
2022-06-16,Burgenland,296010,132443,129985,597
2022-06-16,Oberösterreich,1495608,771433,762953,3287
2022-06-16,Kärnten,562089,248698,245775,1624
2022-06-17,Burgenland,296010,132742,130091,597
2022-06-17,Kärnten,562089,248852,245923,1624
2022-06-17,Niederösterreich,1690879,805632,792308,3898
2022-06-17,Oberösterreich,1495608,772235,763388,3287
2022-06-17,Salzburg,560710,305304,301805,1151
2022-06-17,Tirol,760105,388504,384060,1331
2022-06-17,Vorarlberg,399237,207606,205469,638
2022-06-17,Wien,1920949,925273,902128,3967
2022-06-17,Österreich,8932664,4337610,4269914,19864
2022-06-17,Steiermark,1247077,551461,544741,3371
2022-06-18,Österreich,8932664,4343732,4274838,19866
2022-06-18,Steiermark,1247077,552173,545120,3371
2022-06-18,Wien,1920949,927207,904115,3967
2022-06-18,Vorarlberg,399237,207781,205708,638
2022-06-18,Tirol,760105,388880,384352,1331
2022-06-18,Salzburg,560710,305564,302127,1151
2022-06-18,Niederösterreich,1690879,806869,793238,3899
2022-06-18,Kärnten,562089,249070,246097,1624
2022-06-18,Burgenland,296010,133007,130186,597
2022-06-18,Oberösterreich,1495608,773180,763894,3288
2022-06-19,Österreich,8932664,4348872,4279082,19871
2022-06-19,Wien,1920949,929090,905494,3967
2022-06-19,Vorarlberg,399237,207989,205985,638
2022-06-19,Tirol,760105,389287,384653,1332
2022-06-19,Steiermark,1247077,552499,545469,3371
2022-06-19,Salzburg,560710,305870,302417,1151
2022-06-19,Niederösterreich,1690879,808183,794109,3902
2022-06-19,Kärnten,562089,249219,246236,1625
2022-06-19,Burgenland,296010,133160,130247,597
2022-06-19,Oberösterreich,1495608,773574,764471,3288
2022-06-20,Tirol,760105,390101,384988,1333
2022-06-20,Wien,1920949,931531,906806,3968
2022-06-20,Vorarlberg,399237,208576,206252,638
2022-06-20,Steiermark,1247077,553085,545800,3373
2022-06-20,Österreich,8932664,4357248,4283090,19876
2022-06-20,Oberösterreich,1495608,774337,764891,3289
2022-06-20,Burgenland,296010,133573,130330,597
2022-06-20,Salzburg,560710,306513,302721,1151
2022-06-20,Niederösterreich,1690879,810068,794939,3902
2022-06-20,Kärnten,562089,249463,246362,1625
2022-06-21,Burgenland,296010,133927,130478,597
2022-06-21,Kärnten,562089,249916,246482,1625
2022-06-21,Niederösterreich,1690879,812406,795763,3902
2022-06-21,Oberösterreich,1495608,775618,765388,3291
2022-06-21,Salzburg,560710,307090,303011,1151
2022-06-21,Steiermark,1247077,554467,546188,3373
2022-06-21,Tirol,760105,390746,385335,1334
2022-06-21,Vorarlberg,399237,209000,206486,638
2022-06-21,Wien,1920949,935064,907629,3968
2022-06-21,Österreich,8932664,4368235,4286761,19879
2022-06-22,Österreich,8932664,4377831,4290909,19886
2022-06-22,Wien,1920949,938519,908744,3972
2022-06-22,Vorarlberg,399237,209348,206705,638
2022-06-22,Salzburg,560710,307628,303420,1151
2022-06-22,Tirol,760105,391389,385623,1335
2022-06-22,Steiermark,1247077,555356,546562,3373
2022-06-22,Niederösterreich,1690879,814173,796668,3904
2022-06-22,Kärnten,562089,250260,246605,1625
2022-06-22,Burgenland,296010,134285,130605,597
2022-06-22,Oberösterreich,1495608,776872,765976,3291
2022-06-23,Österreich,8932664,4386795,4295764,19888
2022-06-23,Wien,1920949,941164,910154,3973
2022-06-23,Vorarlberg,399237,209677,206953,638
2022-06-23,Tirol,760105,391992,386004,1335
2022-06-23,Steiermark,1247077,556353,547042,3373
2022-06-23,Salzburg,560710,308128,303742,1151
2022-06-23,Niederösterreich,1690879,816154,797769,3905
2022-06-23,Kärnten,562089,250560,246755,1625
2022-06-23,Burgenland,296010,134697,130738,597
2022-06-23,Oberösterreich,1495608,778069,766606,3291
2022-06-24,Österreich,8932664,4395623,4302527,19896
2022-06-24,Wien,1920949,944363,912647,3974
2022-06-24,Vorarlberg,399237,210000,207267,638
2022-06-24,Tirol,760105,392524,386444,1336
2022-06-24,Steiermark,1247077,557230,547642,3373
2022-06-24,Oberösterreich,1495608,779298,767377,3292
2022-06-24,Burgenland,296010,135005,130892,598
2022-06-24,Salzburg,560710,308542,304071,1151
2022-06-24,Niederösterreich,1690879,817814,799252,3908
2022-06-24,Kärnten,562089,250846,246934,1626
2022-06-25,Österreich,8932664,4402611,4309605,19900
2022-06-25,Wien,1920949,946658,915133,3976
2022-06-25,Vorarlberg,399237,210054,207557,638
2022-06-25,Steiermark,1247077,558039,548239,3373
2022-06-25,Tirol,760105,392961,386878,1336
2022-06-25,Oberösterreich,1495608,780219,768235,3293
2022-06-25,Niederösterreich,1690879,819321,800763,3909
2022-06-25,Kärnten,562089,251100,247164,1626
2022-06-25,Burgenland,296010,135364,131075,598
2022-06-25,Salzburg,560710,308894,304560,1151
2022-06-26,Österreich,8932664,4409053,4315381,19906
2022-06-26,Wien,1920949,948870,916757,3979
2022-06-26,Vorarlberg,399237,210316,207917,639
2022-06-26,Tirol,760105,393357,387299,1338
2022-06-26,Steiermark,1247077,558543,548750,3373
2022-06-26,Salzburg,560710,309188,305039,1151
2022-06-26,Niederösterreich,1690879,820778,802193,3909
2022-06-26,Kärnten,562089,251328,247336,1626
2022-06-26,Burgenland,296010,135619,131184,598
2022-06-26,Oberösterreich,1495608,781053,768905,3293
2022-06-27,Österreich,8932664,4418700,4321158,19918
2022-06-27,Wien,1920949,951629,918203,3983
2022-06-27,Vorarlberg,399237,210879,208275,639
2022-06-27,Tirol,760105,394286,387866,1341
2022-06-27,Steiermark,1247077,559461,549401,3373
2022-06-27,Salzburg,560710,309826,305545,1152
2022-06-27,Niederösterreich,1690879,822980,803379,3913
2022-06-27,Kärnten,562089,251629,247507,1626
2022-06-27,Burgenland,296010,136076,131441,598
2022-06-27,Oberösterreich,1495608,781933,769540,3293
2022-06-28,Österreich,8932664,4431120,4328535,19923
2022-06-28,Wien,1920949,955724,920219,3986
2022-06-28,Vorarlberg,399237,211426,208596,640
2022-06-28,Steiermark,1247077,560883,550101,3373
2022-06-28,Tirol,760105,395051,388495,1342
2022-06-28,Oberösterreich,1495608,783589,770381,3293
2022-06-28,Burgenland,296010,136502,131770,598
2022-06-28,Salzburg,560710,310357,306058,1152
2022-06-28,Niederösterreich,1690879,825449,805114,3913
2022-06-28,Kärnten,562089,252138,247800,1626
2022-06-29,Burgenland,296010,137038,132010,598
2022-06-29,Kärnten,562089,252571,248074,1626
2022-06-29,Niederösterreich,1690879,827803,806627,3914
2022-06-29,Oberösterreich,1495608,785063,771356,3293
2022-06-29,Salzburg,560710,310928,306475,1152
2022-06-29,Steiermark,1247077,561940,550894,3374
2022-06-29,Tirol,760105,395856,389102,1344
2022-06-29,Vorarlberg,399237,211788,208915,640
2022-06-29,Wien,1920949,960810,922143,3988
2022-06-29,Österreich,8932664,4443798,4335597,19929
2022-06-30,Österreich,8932664,4454156,4343055,19935
2022-06-30,Wien,1920949,964017,924518,3988
2022-06-30,Vorarlberg,399237,212166,209204,640
2022-06-30,Tirol,760105,396531,389687,1345
2022-06-30,Steiermark,1247077,563063,551597,3376
2022-06-30,Oberösterreich,1495608,786583,772327,3293
2022-06-30,Niederösterreich,1690879,829848,808209,3917
2022-06-30,Kärnten,562089,253042,248397,1626
2022-06-30,Burgenland,296010,137421,132255,598
2022-06-30,Salzburg,560710,311484,306860,1152
2022-07-01,Österreich,8932664,4464165,4353061,19944
2022-07-01,Wien,1920949,967016,927932,3989
2022-07-01,Vorarlberg,399237,212607,209527,640
2022-07-01,Tirol,760105,397217,390353,1347
2022-07-01,Steiermark,1247077,564095,552727,3376
2022-07-01,Salzburg,560710,311998,307270,1154
2022-07-01,Niederösterreich,1690879,831694,810331,3919
2022-07-01,Kärnten,562089,253439,248750,1626
2022-07-01,Burgenland,296010,137867,132612,598
2022-07-01,Oberösterreich,1495608,788231,773558,3295
2022-07-02,Österreich,8932664,4472515,4361857,19948
2022-07-02,Wien,1920949,969569,931263,3990
2022-07-02,Vorarlberg,399237,212900,209891,640
2022-07-02,Steiermark,1247077,565073,553255,3376
2022-07-02,Tirol,760105,397722,390864,1348
2022-07-02,Oberösterreich,1495608,789422,774683,3295
2022-07-02,Burgenland,296010,138163,132915,598
2022-07-02,Salzburg,560710,312372,307819,1154
2022-07-02,Niederösterreich,1690879,833541,812089,3920
2022-07-02,Kärnten,562089,253752,249077,1627
2022-07-03,Burgenland,296010,138459,133117,598
2022-07-03,Kärnten,562089,254085,249428,1627
2022-07-03,Niederösterreich,1690879,835134,813873,3922
2022-07-03,Oberösterreich,1495608,790500,775767,3296
2022-07-03,Salzburg,560710,312767,308347,1155
2022-07-03,Steiermark,1247077,565782,553696,3376
2022-07-03,Tirol,760105,398165,391437,1348
2022-07-03,Vorarlberg,399237,213225,210302,640
2022-07-03,Wien,1920949,972204,933880,3991
2022-07-03,Österreich,8932664,4480322,4369848,19953
2022-07-04,Österreich,8932664,4491285,4379402,19962
2022-07-04,Wien,1920949,976253,937051,3994
2022-07-04,Vorarlberg,399237,213391,210699,641
2022-07-04,Steiermark,1247077,566563,555033,3377
2022-07-04,Tirol,760105,399313,392106,1348
2022-07-04,Oberösterreich,1495608,791557,776739,3296
2022-07-04,Burgenland,296010,138890,133510,598
2022-07-04,Salzburg,560710,313477,308888,1156
2022-07-04,Niederösterreich,1690879,837305,815658,3925
2022-07-04,Kärnten,562089,254535,249717,1627
2022-07-05,Österreich,8932664,4504521,4387922,19968
2022-07-05,Wien,1920949,979789,939460,3994
2022-07-05,Vorarlberg,399237,214022,211062,641
2022-07-05,Steiermark,1247077,568286,556015,3378
2022-07-05,Tirol,760105,400288,392800,1349
2022-07-05,Oberösterreich,1495608,793494,777909,3298
2022-07-05,Niederösterreich,1690879,839779,817432,3925
2022-07-05,Kärnten,562089,255117,250033,1628
2022-07-05,Burgenland,296010,139586,133836,599
2022-07-05,Salzburg,560710,314159,309374,1156
2022-07-06,Österreich,8932664,4516776,4396320,19977
2022-07-06,Wien,1920949,983396,941793,3997
2022-07-06,Vorarlberg,399237,214650,211424,642
2022-07-06,Tirol,760105,401235,393454,1350
2022-07-06,Steiermark,1247077,569725,556998,3378
2022-07-06,Salzburg,560710,314824,309841,1156
2022-07-06,Niederösterreich,1690879,841968,819149,3928
2022-07-06,Burgenland,296010,140047,134193,599
2022-07-06,Oberösterreich,1495608,795281,779097,3298
2022-07-06,Kärnten,562089,255649,250370,1629
2022-07-07,Burgenland,296010,140463,134597,601
2022-07-07,Kärnten,562089,256142,250808,1633
2022-07-07,Niederösterreich,1690879,844285,820982,3930
2022-07-07,Oberösterreich,1495608,797071,780236,3300
2022-07-07,Salzburg,560710,315484,310285,1157
2022-07-07,Steiermark,1247077,570905,558181,3379
2022-07-07,Tirol,760105,402047,394161,1350
2022-07-07,Vorarlberg,399237,215091,211779,642
2022-07-07,Wien,1920949,986376,944570,4000
2022-07-07,Österreich,8932664,4527865,4405600,19992
2022-07-08,Österreich,8932664,4538374,4417431,20000
2022-07-08,Wien,1920949,989214,948632,4000
2022-07-08,Vorarlberg,399237,215566,212230,642
2022-07-08,Steiermark,1247077,572149,559502,3380
2022-07-08,Tirol,760105,402841,394870,1352
2022-07-08,Oberösterreich,1495608,798924,781755,3301
2022-07-08,Niederösterreich,1690879,846203,823449,3933
2022-07-08,Kärnten,562089,256593,251249,1634
2022-07-08,Burgenland,296010,140896,134967,601
2022-07-08,Salzburg,560710,315987,310776,1157
2022-07-09,Österreich,8932664,4546742,4429502,20011
2022-07-09,Wien,1920949,991331,953543,4004
2022-07-09,Vorarlberg,399237,215892,212646,642
2022-07-09,Tirol,760105,403407,395530,1354
2022-07-09,Steiermark,1247077,573238,560471,3380
2022-07-09,Salzburg,560710,316416,311421,1157
2022-07-09,Niederösterreich,1690879,847988,825693,3934
2022-07-09,Kärnten,562089,256975,251632,1635
2022-07-09,Burgenland,296010,141252,135324,601
2022-07-09,Oberösterreich,1495608,800242,783241,3304
2022-07-10,Vorarlberg,399237,216188,213170,643
2022-07-10,Österreich,8932664,4554066,4439064,20018
2022-07-10,Wien,1920949,993686,956683,4006
2022-07-10,Tirol,760105,403984,396268,1355
2022-07-10,Steiermark,1247077,573759,561182,3382
2022-07-10,Salzburg,560710,316786,311939,1157
2022-07-10,Oberösterreich,1495608,801298,784495,3304
2022-07-10,Niederösterreich,1690879,849515,827710,3935
2022-07-10,Kärnten,562089,257275,252009,1635
2022-07-10,Burgenland,296010,141574,135607,601
2022-07-11,Österreich,8932664,4565696,4448875,20026
2022-07-11,Wien,1920949,997253,959594,4007
2022-07-11,Vorarlberg,399237,216892,213691,644
2022-07-11,Tirol,760105,405193,396967,1356
2022-07-11,Steiermark,1247077,574838,562342,3383
2022-07-11,Salzburg,560710,317533,312596,1158
2022-07-11,Oberösterreich,1495608,802346,785700,3306
2022-07-11,Niederösterreich,1690879,851758,829539,3935
2022-07-11,Kärnten,562089,257782,252376,1635
2022-07-11,Burgenland,296010,142100,136069,602
2022-07-12,Österreich,8932664,4580649,4459006,20032
2022-07-12,Wien,1920949,1001294,962217,4010
2022-07-12,Vorarlberg,399237,217460,214106,644
2022-07-12,Tirol,760105,406322,397875,1356
2022-07-12,Salzburg,560710,318484,313162,1159
2022-07-12,Niederösterreich,1690879,854492,831668,3937
2022-07-12,Oberösterreich,1495608,804995,787210,3306
2022-07-12,Kärnten,562089,258434,252822,1635
2022-07-12,Burgenland,296010,142607,136453,602
2022-07-12,Steiermark,1247077,576560,563492,3383
2022-07-13,Österreich,8932664,4593661,4468709,20039
2022-07-13,Burgenland,296010,143129,136906,603
2022-07-13,Kärnten,562089,258944,253276,1636
2022-07-13,Niederösterreich,1690879,856758,833480,3940
2022-07-13,Oberösterreich,1495608,807201,788633,3306
2022-07-13,Salzburg,560710,319305,313665,1159
2022-07-13,Steiermark,1247077,578072,564618,3383
2022-07-13,Tirol,760105,407439,398581,1356
2022-07-13,Vorarlberg,399237,217959,214514,645
2022-07-13,Wien,1920949,1004853,965035,4011
2022-07-14,Tirol,760105,408489,399391,1356
2022-07-14,Steiermark,1247077,579463,565740,3383
2022-07-14,Wien,1920949,1008316,969029,4011
2022-07-14,Vorarlberg,399237,218502,214902,646
2022-07-14,Österreich,8932664,4606746,4479913,20043
2022-07-14,Salzburg,560710,320175,314170,1160
2022-07-14,Niederösterreich,1690879,859358,835540,3941
2022-07-14,Burgenland,296010,143627,137260,603
2022-07-14,Oberösterreich,1495608,809311,790100,3306
2022-07-14,Kärnten,562089,259504,253780,1637
2022-07-15,Burgenland,296010,144052,137806,603
2022-07-15,Kärnten,562089,260079,254275,1637
2022-07-15,Niederösterreich,1690879,861585,837970,3943
2022-07-15,Oberösterreich,1495608,811505,791935,3309
2022-07-15,Salzburg,560710,320916,314694,1160
2022-07-15,Steiermark,1247077,580819,567148,3384
2022-07-15,Tirol,760105,409408,400273,1356
2022-07-15,Vorarlberg,399237,219006,215382,646
2022-07-15,Wien,1920949,1011535,972614,4014
2022-07-15,Österreich,8932664,4618906,4492098,20052
2022-07-16,Tirol,760105,410123,401044,1357
2022-07-16,Österreich,8932664,4629166,4503322,20062
2022-07-16,Wien,1920949,1014494,976065,4015
2022-07-16,Vorarlberg,399237,219456,215872,646
2022-07-16,Steiermark,1247077,582078,568241,3386
2022-07-16,Oberösterreich,1495608,813101,793722,3310
2022-07-16,Niederösterreich,1690879,863531,840209,3944
2022-07-16,Kärnten,562089,260545,254700,1638
2022-07-16,Burgenland,296010,144428,138065,604
2022-07-16,Salzburg,560710,321409,315403,1162
2022-07-17,Salzburg,560710,321861,316097,1163
2022-07-17,Burgenland,296010,144742,138415,604
2022-07-17,Kärnten,562089,260978,255098,1638
2022-07-17,Niederösterreich,1690879,865262,842255,3944
2022-07-17,Oberösterreich,1495608,814207,795204,3310
2022-07-17,Steiermark,1247077,582691,569209,3387
2022-07-17,Tirol,760105,410794,401904,1358
2022-07-17,Vorarlberg,399237,219770,216468,647
2022-07-17,Wien,1920949,1017147,978988,4024
2022-07-17,Österreich,8932664,4637453,4513639,20075
2022-07-18,Tirol,760105,412051,402768,1359
2022-07-18,Steiermark,1247077,583809,570377,3387
2022-07-18,Wien,1920949,1021319,981879,4032
2022-07-18,Vorarlberg,399237,220289,217032,647
2022-07-18,Österreich,8932664,4650558,4524206,20089
2022-07-18,Salzburg,560710,322759,316888,1163
2022-07-18,Niederösterreich,1690879,867890,844207,3945
2022-07-18,Burgenland,296010,145247,138819,606
2022-07-18,Oberösterreich,1495608,815743,796641,3312
2022-07-18,Kärnten,562089,261450,255594,1638
2022-07-19,Burgenland,296010,145796,139423,606
2022-07-19,Kärnten,562089,262271,256072,1638
2022-07-19,Niederösterreich,1690879,870632,846196,3945
2022-07-19,Oberösterreich,1495608,818077,798219,3315
2022-07-19,Salzburg,560710,323521,317585,1164
2022-07-19,Tirol,760105,412974,403756,1360
2022-07-19,Vorarlberg,399237,220794,217470,647
2022-07-19,Wien,1920949,1025800,984048,4035
2022-07-19,Österreich,8932664,4665553,4534300,20098
2022-07-19,Steiermark,1247077,585687,571530,3388
2022-07-20,Österreich,8932664,4679059,4544820,20109
2022-07-20,Steiermark,1247077,587117,572790,3388
2022-07-20,Wien,1920949,1030223,986529,4039
2022-07-20,Vorarlberg,399237,221250,217912,647
2022-07-20,Tirol,760105,413945,404679,1360
2022-07-20,Salzburg,560710,324309,318263,1164
2022-07-20,Niederösterreich,1690879,873115,848226,3950
2022-07-20,Kärnten,562089,262834,256587,1638
2022-07-20,Burgenland,296010,146247,139936,606
2022-07-20,Oberösterreich,1495608,820018,799897,3317
2022-07-21,Österreich,8932664,4690576,4556680,20123
2022-07-21,Wien,1920949,1033253,990113,4045
2022-07-21,Vorarlberg,399237,221673,218392,647
2022-07-21,Tirol,760105,414711,405659,1360
2022-07-21,Steiermark,1247077,588334,574059,3389
2022-07-21,Salzburg,560710,325058,318868,1164
2022-07-21,Niederösterreich,1690879,875585,850305,3954
2022-07-21,Kärnten,562089,263460,257173,1638
2022-07-21,Burgenland,296010,146698,140369,608
2022-07-21,Oberösterreich,1495608,821803,801741,3318
2022-07-22,Tirol,760105,415437,406666,1362
2022-07-22,Wien,1920949,1036673,994039,4049
2022-07-22,Österreich,8932664,4701439,4570111,20137
2022-07-22,Steiermark,1247077,589531,575507,3390
2022-07-22,Vorarlberg,399237,221976,218885,648
2022-07-22,Oberösterreich,1495608,823402,803840,3319
2022-07-22,Niederösterreich,1690879,877642,853072,3956
2022-07-22,Kärnten,562089,263901,257743,1640
2022-07-22,Burgenland,296010,147184,140883,608
2022-07-22,Salzburg,560710,325692,319475,1165
2022-07-23,Wien,1920949,1039464,997548,4053
2022-07-23,Vorarlberg,399237,222111,219403,648
2022-07-23,Tirol,760105,416009,407553,1363
